DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq11.1	X	62727259	NR	KRT8P17 - LOC653588	392479	653588		4740928	51864	rs7473757-?	rs7473757	0	7473757	intergenic_variant	1	NR	4E-6	5.3979400086720375	(Native Hawaiian)	0.7668	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	14q32.33	14	105261860	NR	BRF1			2972			rs76752037-?	rs76752037	0	76752037	intron_variant	0	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.826	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q22.1	10	69881082	NR	COL13A1			1305			rs77040403-?	rs77040403	0	77040403	intron_variant	0	NR	4E-6	5.3979400086720375	(Native Hawaiian)	0.7427	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	21q21.1	21	16189964	NR	MIR99AHG			388815			rs78211511-?	rs78211511	0	78211511	intron_variant	0	NR	3E-7	6.522878745280337	(Native Hawaiian)	1.0443	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	5q13.3	5	74359173	NR	LINC01333 - LINC01331	101929082	104310351		30816	10203	rs80337801-?	rs80337801	0	80337801	intergenic_variant	1	NR	3E-7	6.522878745280337	(Native Hawaiian)	0.9711	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	12q24.21	12	115179836	NR	LOC102723639 - LOC105370003	102723639	105370003		74598	193675	rs55922880-?	rs55922880	0	55922880	intergenic_variant	1	NR	1E-9	9.0		0.4066	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3q29	3	195429768	NR	ACAP2			23527			rs79900979-?	rs79900979	0	79900979	intron_variant	0	NR	6E-9	8.221848749616356		0.4281	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	20p12.3	20	8915129	NR	PLCB1 - LOC105372522	23236	105372522		30218	47070	rs115205687-?	rs115205687	0	115205687	intron_variant	1	NR	4E-8	7.3979400086720375		0.4891	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	8q22.1	8	95279813	NR	C8orf37-AS1			100616530			rs55821258-?	rs55821258	0	55821258	intron_variant	0	NR	2E-8	7.698970004336019		0.2167	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	5q35.1	5	172111740	NR	STK10			6793			rs60188314-?	rs60188314	0	60188314	intron_variant	0	NR	1E-8	8.0		0.4624	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	1p32.1	1	59655756	NR	FGGY			55277			rs72666268-?	rs72666268	0	72666268	intron_variant	0	NR	6E-8	7.221848749616356		0.3331	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4p16.2	4	4677180	NR	STX18-AS1			100507266			rs7675915-?	rs7675915	0	7675915	intron_variant	0	NR	3E-8	7.522878745280337		0.3501	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	1q24.3	1	171387110	NR	FMO4 - GM2AP2	2329	100287900		45026	5138	rs10912872-?	rs10912872	0	10912872	intergenic_variant	1	NR	3E-8	7.522878745280337		0.1102	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p22.1	3	39950732	NR	MYRIP			25924			rs112364629-?	rs112364629	0	112364629	intron_variant	0	NR	6E-7	6.221848749616356		0.4197	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3q29	3	195298691	NR	ACAP2			23527			rs140333256-?	rs140333256	0	140333256	intron_variant	0	NR	1E-7	7.0		0.4046	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	9p23	9	13475447	NR	LOC105375977			105375977			rs150066336-?	rs150066336	0	150066336	intron_variant	0	NR	2E-7	6.698970004336019		0.6169	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	11p14.3	11	22503808	NR	LOC105376588			105376588			rs1514092-?	rs1514092	0	1514092	downstream_gene_variant	0	NR	3E-7	6.522878745280337		0.264	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p25.3	3	8822123	NR	LOC107986061			107986061			rs17049612-?	rs17049612	0	17049612	intron_variant	0	NR	6E-7	6.221848749616356		0.3986	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p15	2	62589884	NR	LOC105374764			105374764			rs17576670-?	rs17576670	0	17576670	downstream_gene_variant	0	NR	6E-7	6.221848749616356		0.3445	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4p16.3	4	597684	NR	PDE6B			5158			rs35476224-?	rs35476224	0	35476224	intergenic_variant	0	NR	1E-7	7.0		0.3139	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	5q34	5	162680373	NR	LOC105377698 - ARL2BPP5	105377698	100874420		19442	81460	rs6874604-?	rs6874604	0	6874604	intergenic_variant	1	NR	3E-7	6.522878745280337		0.4305	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10p12.31	10	22089029	NR	DNAJC1 - ADIPOR1P1	64215	645220		85261	75547	rs72810761-?	rs72810761	0	72810761	intergenic_variant	1	NR	7E-7	6.154901959985743		0.3118	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4q21.22	4	82591688	NR	LOC442113 - LINC00575	442113	439934		9993	21425	rs72909131-?	rs72909131	0	72909131	intergenic_variant	1	NR	7E-7	6.154901959985743		0.5037	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
